berlin52,52,7542,8582,8582,8331,1.1378944577035268,1.1378944577035268,1.1046141607000795,1,1,12.088444471359253
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.47360730171203613
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.24672532081604004
berlin52,52,7542,8582,8582,8297,1.1378944577035268,1.1378944577035268,1.100106072659772,1,1,0.19537711143493652
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.27228236198425293
berlin52,52,7542,8582,8582,8457,1.1378944577035268,1.1378944577035268,1.1213206046141606,1,1,1.293574571609497
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.320889949798584
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.44659948348999023
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.9704608917236328
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.3636798858642578
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.400728702545166
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.5067634582519531
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.43651795387268066
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.4679117202758789
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.41098546981811523
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.5504379272460938
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.3166341781616211
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.4546175003051758
berlin52,52,7542,8582,8582,8582,1.1378944577035268,1.1378944577035268,1.1378944577035268,1,1,0.45701122283935547
berlin52,52,7542,8582,8582,8084,1.1378944577035268,1.1378944577035268,1.0718642269954919,1,1,1.9249458312988281
berlin52,52,7542,8582,8582,8430,1.1378944577035268,1.1378944577035268,1.1177406523468576,1,1,2.3487093448638916
berlin52,52,7542,8582,8582,8333,1.1378944577035268,1.1378944577035268,1.1048793423495094,1,1,3.0862467288970947
berlin52,52,7542,8582,8582,8533,1.1378944577035268,1.1378944577035268,1.1313975072924953,1,1,0.9415981769561768
